,product_id,avg_rating
251,595470,4.730769230769231
2523,46155766,4.730769230769231
108,456503,4.730769230769231
506,2859451,4.730263157894737
1570,17929212,4.73021582733813
354,990925,4.73015873015873
3591,67910637,4.729957805907173
3411,59090334,4.7298850574712645
2910,52702602,4.729166666666667
2748,50569192,4.728813559322034
515,3040151,4.728744939271255
483,2462825,4.7282377919320595
2774,50702921,4.728110599078341
364,1059892,4.727513227513228
2112,32057976,4.7272727272727275
2313,38089568,4.7272727272727275
1673,20519658,4.7272727272727275
4144,76203894,4.7272727272727275
2161,33055140,4.7272727272727275
3577,67619329,4.7272727272727275
1135,11407472,4.7272727272727275
2872,52355000,4.7272727272727275
3803,72045167,4.7272727272727275
2989,53760828,4.7272727272727275
619,4442219,4.7272727272727275
3962,73788533,4.7272727272727275
1429,15351084,4.7272727272727275
985,10001351,4.7272727272727275
1504,16523479,4.7272727272727275
4038,74572230,4.7272727272727275
1096,11199435,4.7272727272727275
3101,54828546,4.7272727272727275
3004,54008310,4.7272727272727275
2050,29042164,4.725806451612903
3534,66746416,4.7254901960784315
2446,44147702,4.7254901960784315
377,1406949,4.7251908396946565
2456,44232899,4.724279835390947
943,8997014,4.724137931034483
693,5849439,4.724137931034483
107,456500,4.723684210526316
1380,14606621,4.723076923076923
30,299461,4.72237539766702
1360,14450158,4.722222222222222
932,8819557,4.722222222222222
2077,30857999,4.722222222222222
420,1684009,4.722222222222222
4200,79887552,4.722222222222222
1046,10703290,4.721153846153846
2766,50692301,4.72093023255814
2826,51668332,4.720588235294118
2199,34016501,4.720588235294118
12,180912,4.7200488997555015
795,7066207,4.72
43,359480,4.719626168224299
3895,73113762,4.719298245614035
1853,23515481,4.717948717948718
913,8326109,4.717569786535304
2962,53547999,4.717557251908397
39,356371,4.7175141242937855
2777,50702927,4.717277486910994
622,4529161,4.716981132075472
1396,14934071,4.716666666666667
4090,75510218,4.716666666666667
3379,58624734,4.716535433070866
1410,15183957,4.7164179104477615
885,8141065,4.715976331360947
3461,62263771,4.71578947368421
862,7994852,4.715596330275229
3358,58363324,4.7153846153846155
2029,28252100,4.71523178807947
1922,25078249,4.714917127071823
3658,68760042,4.714285714285714
2706,50230120,4.714285714285714
562,3686091,4.714285714285714
2200,34159174,4.714285714285714
3510,65453426,4.714285714285714
984,10001334,4.714285714285714
3687,69382515,4.714285714285714
3681,69201188,4.714285714285714
1690,20624799,4.714285714285714
2611,48312117,4.714285714285714
604,4296745,4.714285714285714
3626,68359249,4.714285714285714
636,4708511,4.714285714285714
2342,39325978,4.714285714285714
1634,20007984,4.714285714285714
759,6535257,4.714285714285714
3846,72655539,4.714285714285714
1919,25006660,4.714285714285714
1153,11575714,4.714285714285714
2586,47815131,4.714285714285714
1307,13957952,4.714285714285714
3618,68266193,4.714285714285714
2281,36652304,4.714285714285714
1945,25468367,4.714285714285714
384,1501767,4.714285714285714
1521,16766952,4.714285714285714
430,1819263,4.713709677419355
2848,52070229,4.7125
1146,11477102,4.7125
211,555019,4.711538461538462
528,3222489,4.710659898477157
607,4315713,4.710344827586207
175,511328,4.7100840336134455
4046,74750613,4.709677419354839
765,6642977,4.709677419354839
3773,71672203,4.709677419354839
2125,32246331,4.709677419354839
2453,44227610,4.70945945945946
3482,63839533,4.709433962264151
3447,60039593,4.7092651757188495
3497,65395332,4.708994708994709
2888,52539829,4.70873786407767
3528,66650870,4.708029197080292
3831,72519492,4.707865168539326
3757,71201117,4.707692307692308
1224,12481716,4.7075471698113205
2053,29240786,4.7063492063492065
1476,16079268,4.705882352941177
977,9982809,4.705882352941177
509,2883909,4.705882352941177
3123,55239647,4.705882352941177
1724,21163516,4.705882352941177
379,1457747,4.705368289637953
1999,26432268,4.705128205128205
3278,57447641,4.704918032786885
1152,11528560,4.704761904761905
331,855018,4.704608938547486
1250,13150843,4.704545454545454
1488,16262699,4.704545454545454
3257,57061367,4.704545454545454
3480,63494589,4.704545454545454
1852,23503622,4.704453441295547
606,4312979,4.703812316715543
3425,59288875,4.703703703703703
4138,76161572,4.703703703703703
1063,10756629,4.703703703703703
3685,69238917,4.703703703703703
3709,70765393,4.703703703703703
1119,11254535,4.703703703703703
777,6817797,4.703389830508475
361,1044890,4.7032967032967035
2165,33108693,4.703125
950,9381544,4.702702702702703
2908,52699363,4.702702702702703
2266,36264193,4.702702702702703
1067,10769836,4.7023809523809526
1060,10735333,4.702290076335878
2817,51553387,4.701520912547529
2188,33752056,4.701492537313433
2707,50237107,4.701030927835052
507,2860621,4.700564971751413
3989,74141526,4.7
1716,21057555,4.7
2014,27600669,4.7
2009,26691653,4.7
1277,13568365,4.7
3744,71105466,4.7
4048,74810915,4.7
1441,15513844,4.7
3132,55366883,4.7
3130,55351641,4.7
4015,74492306,4.7
3502,65410483,4.7
97,447638,4.7
2126,32308294,4.7
3114,55049362,4.7
4009,74381349,4.7
3916,73242961,4.7
3248,56910041,4.7
1436,15412477,4.69811320754717
110,456510,4.697916666666667
1232,12628815,4.697916666666667
627,4688661,4.6976744186046515
1964,25918805,4.697318007662835
522,3171419,4.697247706422019
3557,67257699,4.696969696969697
1190,12108488,4.696969696969697
710,5899493,4.696969696969697
2353,40639597,4.6967592592592595
2627,48493605,4.696428571428571
3407,59050694,4.696132596685083
892,8159079,4.695652173913044
3624,68357699,4.695652173913044
992,10001382,4.694630872483222
3337,58211548,4.694444444444445
2035,28326998,4.693548387096774
1904,24787086,4.692913385826771
1846,23454205,4.692857142857143
1759,21569900,4.692771084337349
144,478020,4.6923076923076925
1136,11407914,4.6923076923076925
2775,50702923,4.6923076923076925
3367,58444960,4.6923076923076925
492,2566029,4.6923076923076925
2853,52155021,4.6923076923076925
4136,76146783,4.6923076923076925
172,506502,4.6923076923076925
2195,33928555,4.6923076923076925
1477,16106838,4.6923076923076925
2168,33142561,4.6923076923076925
2807,51370968,4.6923076923076925
38,356188,4.6915367483296215
793,7017509,4.690476190476191
2201,34177220,4.689655172413793
840,7635165,4.689655172413793
35,311940,4.689655172413793
3345,58259141,4.689453125
982,10001324,4.6891891891891895
45,359484,4.688888888888889
828,7458771,4.688405797101449
83,416990,4.687912087912088
239,576880,4.6875
252,595607,4.6875
2032,28324579,4.6875
1664,20425053,4.6875
2072,29837913,4.6875
1594,19447382,4.6875
2624,48484050,4.6875
697,5850113,4.6875
638,4713035,4.6875
1652,20271580,4.6875
3762,71289500,4.6875
2965,53585261,4.6875
3562,67290439,4.6875
3657,68693081,4.686274509803922
3671,68832412,4.686274509803922
1305,13918145,4.686274509803922
207,550558,4.686274509803922
3352,58292845,4.685714285714286
2999,53924489,4.685393258426966
849,7783307,4.685314685314685
852,7817447,4.684931506849315
3127,55248506,4.684210526315789
2503,45348708,4.684210526315789
1554,17616497,4.684210526315789
1858,23556574,4.684210526315789
1484,16217227,4.684210526315789
3094,54763817,4.684210526315789
1527,16944457,4.684210526315789
3062,54582174,4.684210526315789
1214,12404601,4.684
1782,22105532,4.6838235294117645
3308,57809866,4.683018867924528
3742,71101151,4.682926829268292
1920,25007161,4.682926829268292
1760,21572053,4.6826923076923075
898,8201864,4.681818181818182
1489,16293310,4.681818181818182
1095,11194805,4.681818181818182
945,9148580,4.681818181818182
778,6841341,4.681818181818182
445,2034021,4.680921052631579
3565,67360687,4.680672268907563
3530,66708181,4.680232558139535
3116,55138557,4.68010752688172
3268,57316028,4.68
1332,14142567,4.68
571,3818775,4.68
687,5681151,4.68
1636,20015889,4.68
733,6165609,4.68
2925,52850318,4.68
1955,25730627,4.678651685393258
301,756784,4.67741935483871
4203,80030065,4.67741935483871
2355,40737659,4.676923076923077
3526,66620077,4.676923076923077
351,964243,4.676755447941889
1379,14585382,4.676470588235294
2163,33078123,4.676470588235294
1825,23258088,4.675675675675675
3299,57666163,4.675675675675675
1158,11609717,4.675675675675675
729,6012693,4.675438596491228
577,3939221,4.675324675324675
3761,71210329,4.675
2293,37000912,4.675
3261,57268501,4.674418604651163
1309,14033602,4.673469387755102
1344,14265753,4.673076923076923
1640,20111924,4.673076923076923
1223,12481715,4.672413793103448
2471,44784387,4.672413793103448
3180,56027838,4.6716417910447765
389,1517005,4.670558798999166
26,254794,4.670194003527337
178,514927,4.669354838709677
1609,19772753,4.669064748201439
1366,14507169,4.668918918918919
1257,13333554,4.668539325842697
1478,16135710,4.666666666666667
1541,17465723,4.666666666666667
1502,16521748,4.666666666666667
1539,17465709,4.666666666666667
1464,15806909,4.666666666666667
3192,56105956,4.666666666666667
1722,21129624,4.666666666666667
3190,56097175,4.666666666666667
3322,58053725,4.666666666666667
3468,62731979,4.666666666666667
3486,64246103,4.666666666666667
3511,65453428,4.666666666666667
3529,66689432,4.666666666666667
3538,66903152,4.666666666666667
3539,66925961,4.666666666666667
3544,66958647,4.666666666666667
3598,68049838,4.666666666666667
3647,68535273,4.666666666666667
3690,69625196,4.666666666666667
3701,70631732,4.666666666666667
3704,70692002,4.666666666666667
3729,71045829,4.666666666666667
3817,72308267,4.666666666666667
3832,72520984,4.666666666666667
3976,73861888,4.666666666666667
4035,74561661,4.666666666666667
4071,74955104,4.666666666666667
4108,75621718,4.666666666666667
4122,75978400,4.666666666666667
4175,77125504,4.666666666666667
4204,80133022,4.666666666666667
3213,56403960,4.666666666666667
3164,55873620,4.666666666666667
1937,25309442,4.666666666666667
3121,55238994,4.666666666666667
1974,26029837,4.666666666666667
2016,27654198,4.666666666666667
2229,35281385,4.666666666666667
2284,36768776,4.666666666666667
2477,44887774,4.666666666666667
2525,46172558,4.666666666666667
2612,48312128,4.666666666666667
2667,49506215,4.666666666666667
2671,49607755,4.666666666666667
2698,50091437,4.666666666666667
2731,50425709,4.666666666666667
2741,50560420,4.666666666666667
2828,51717579,4.666666666666667
2842,51996138,4.666666666666667
2847,52069061,4.666666666666667
2855,52220154,4.666666666666667
2870,52341716,4.666666666666667
2881,52433186,4.666666666666667
2960,53524053,4.666666666666667
2968,53631890,4.666666666666667
3015,54023421,4.666666666666667
3046,54406076,4.666666666666667
3095,54763825,4.666666666666667
1440,15506461,4.666666666666667
2105,31980817,4.666666666666667
434,1911005,4.666666666666667
944,9130105,4.666666666666667
1245,13114633,4.666666666666667
981,10001012,4.666666666666667
1236,12716267,4.666666666666667
996,10001479,4.666666666666667
1000,10006134,4.666666666666667
488,2546983,4.666666666666667
1234,12676479,4.666666666666667
170,504683,4.666666666666667
174,509716,4.666666666666667
1042,10696649,4.666666666666667
187,535750,4.666666666666667
452,2054629,4.666666666666667
1217,12411687,4.666666666666667
1056,10723695,4.666666666666667
1070,10777708,4.666666666666667
358,1011253,4.666666666666667
1131,11385902,4.666666666666667
116,458357,4.666666666666667
964,9824320,4.666666666666667
935,8822674,4.666666666666667
1284,13607810,4.666666666666667
820,7325021,4.666666666666667
14,198233,4.666666666666667
774,6771887,4.666666666666667
712,5899509,4.666666666666667
1372,14534789,4.666666666666667
706,5895559,4.666666666666667
677,5403891,4.666666666666667
692,5849307,4.666666666666667
53,362872,4.666666666666667
644,4727349,4.666666666666667
1371,14525848,4.666666666666667
29,299431,4.66624284806103
3154,55665054,4.664893617021277
1182,11921226,4.663865546218488
2211,34574630,4.663636363636364
156,487511,4.663587749149246
596,4210927,4.663265306122449
1966,25933434,4.663043478260869
2132,32399542,4.662921348314606
153,486701,4.662337662337662
25,249953,4.662222222222222
4069,74935377,4.661971830985915
167,502113,4.661596958174905
2540,46623654,4.660899653979238
2961,53547831,4.660869565217391
2874,52373199,4.660714285714286
2250,35726089,4.660122699386503
589,4070487,4.66
592,4154855,4.66
1777,22030673,4.66
432,1907615,4.659942363112392
3769,71641304,4.659574468085107
2067,29455014,4.659090909090909
1896,24596629,4.659090909090909
1416,15227544,4.658536585365853
3448,60050735,4.658536585365853
1614,19821434,4.658536585365853
296,746663,4.657894736842105
1626,19986875,4.657894736842105
2745,50560441,4.657534246575342
257,615963,4.6571428571428575
2015,27609946,4.656934306569343
62,386464,4.656716417910448
2339,39056842,4.656675749318801
908,8315046,4.65625
1076,10795860,4.65625
3406,59043368,4.655737704918033
3535,66773643,4.655737704918033
1487,16258285,4.655172413793103
2238,35412981,4.655172413793103
2765,50692299,4.655172413793103
574,3831591,4.654545454545454
2675,49658272,4.654411764705882
3242,56859344,4.652892561983471
3016,54028954,4.6521739130434785
4158,76358835,4.6521739130434785
2574,47321729,4.651508887970236
2638,48607273,4.651162790697675
138,464591,4.651162790697675
2176,33342185,4.650793650793651
2659,49337807,4.6502732240437155
3277,57440329,4.650210084033613
948,9355345,4.65
2070,29601707,4.65
2130,32373575,4.65
3939,73525587,4.65
3765,71505389,4.65
1183,12011497,4.65
1495,16420565,4.649717514124294
36,311969,4.649546827794562
866,8023300,4.649484536082475
1910,24865067,4.649038461538462
3881,72928043,4.648936170212766
649,4747467,4.648514851485149
966,9830444,4.6484490398818314
863,8003987,4.6482758620689655
1573,17954259,4.647887323943662
2435,44009404,4.647619047619048
2282,36710007,4.647569444444445
2914,52717588,4.647311827956989
20,229779,4.647058823529412
2264,36189537,4.647058823529412
1334,14144660,4.647058823529412
3633,68438139,4.647058823529412
3575,67564992,4.646341463414634
106,456497,4.646341463414634
3226,56597141,4.6461538461538465
1984,26218953,4.645833333333333
1039,10683512,4.645608628659476
3910,73173832,4.6455696202531644
991,10001377,4.645161290322581
1659,20393324,4.645161290322581
3879,72913605,4.645161290322581
3059,54487123,4.644927536231884
54,367337,4.644859813084112
10,168994,4.644736842105263
875,8114282,4.6438356164383565
889,8144693,4.6438356164383565
157,487524,4.6437246963562755
525,3220143,4.643274853801169
2728,50424465,4.643192488262911
536,3424667,4.642857142857143
1627,19988255,4.642857142857143
3233,56714697,4.642857142857143
3498,65410473,4.642857142857143
2191,33802447,4.642857142857143
466,2131361,4.642857142857143
2104,31966736,4.642857142857143
3041,54393507,4.642857142857143
2909,52699371,4.642857142857143
2720,50326880,4.642857142857143
40,356386,4.641791044776119
3051,54439144,4.6415094339622645
4039,74610299,4.641025641025641
3105,54875165,4.641025641025641
2635,48586861,4.64
1592,19419738,4.639405204460966
1475,16069502,4.639344262295082
1534,17019841,4.63903462749213
761,6539103,4.638888888888889
1909,24852048,4.6380952380952385
1691,20637413,4.63768115942029
232,575388,4.6371681415929205
3141,55515547,4.636363636363637
2196,33943919,4.636363636363637
3048,54414906,4.636363636363637
1885,24409292,4.636363636363637
3075,54635796,4.636363636363637
415,1666387,4.636363636363637
1685,20589215,4.636363636363637
3642,68495024,4.636363636363637
2106,32021463,4.636363636363637
877,8121395,4.636363636363637
1040,10690670,4.636363636363637
1977,26053910,4.636363636363637
2832,51737821,4.636363636363637
3610,68200288,4.636363636363637
269,646020,4.63615903975994
3282,57523356,4.635593220338983
2825,51668230,4.635483870967742
52,361279,4.635467980295567
1026,10581170,4.635451505016722
671,4981857,4.635416666666667
1378,14578165,4.635294117647059
3816,72308191,4.634615384615385
482,2419567,4.634146341463414
2372,41318362,4.633858267716535
1444,15590216,4.633540372670807
2166,33115720,4.633333333333334
127,459632,4.633333333333334
1386,14785024,4.632
3050,54432315,4.631578947368421
1631,19992185,4.631578947368421
3355,58326163,4.631578947368421
2725,50421561,4.631578947368421
511,2902221,4.631067961165049
993,10001384,4.630541871921182
946,9344705,4.630434782608695
2754,50590605,4.630434782608695
1516,16667097,4.630252100840337
1562,17884435,4.629411764705883
1975,26029929,4.629411764705883
406,1600005,4.629136553822747
1,55897,4.629107981220657
2800,51235932,4.629032258064516
3354,58298489,4.628571428571429
796,7066573,4.628571428571429
550,3608387,4.628571428571429
572,3819821,4.627906976744186
2513,45695395,4.627749576988156
764,6598039,4.627737226277373
305,764581,4.627450980392157
1558,17629257,4.627300613496932
3547,67056051,4.627218934911243
1749,21439813,4.625
1357,14445247,4.625
1017,10307879,4.625
1930,25210183,4.625
1015,10214414,4.625
2134,32414731,4.625
1674,20521067,4.625
1281,13583766,4.625
416,1675793,4.625
4074,74981880,4.625
1511,16563297,4.625
4067,74912653,4.625
2075,30191778,4.625
4052,74850075,4.625
299,756763,4.625
3579,67634480,4.625
27,255023,4.625
2784,50883140,4.625
2952,53444660,4.625
3398,58957932,4.625
3228,56606226,4.625
1700,20836236,4.624203821656051
3463,62269749,4.623529411764705
3081,54680052,4.623287671232877
329,845744,4.6223776223776225
709,5899427,4.622340425531915
2595,48087407,4.622222222222222
2571,47215212,4.622222222222222
3475,63171394,4.621794871794871
2794,51087321,4.621621621621622
238,576784,4.620689655172414
2354,40691443,4.620689655172414
4176,77162112,4.620689655172414
1902,24785618,4.620689655172414
2393,42146269,4.620689655172414
2967,53611551,4.620224719101124
2322,38151960,4.620123203285421
961,9797918,4.619718309859155
2550,46753117,4.619718309859155
3056,54478250,4.619718309859155
524,3209659,4.619047619047619
2637,48592245,4.619047619047619
1879,24200801,4.619047619047619
3957,73763817,4.619047619047619
1461,15682170,4.619047619047619
2994,53827214,4.61864406779661
2560,47030777,4.617801047120419
584,4048043,4.6173913043478265
2424,43801338,4.617021276595745
3454,61206696,4.616915422885572
3177,56020727,4.616766467065868
1683,20585805,4.616438356164384
409,1609191,4.616279069767442
605,4312259,4.616161616161616
973,9960538,4.616071428571429
2691,49993513,4.615384615384615
1499,16460956,4.615384615384615
3799,72040315,4.615384615384615
3959,73768914,4.615384615384615
226,561990,4.615384615384615
2966,53599451,4.615384615384615
1697,20737732,4.615384615384615
1336,14147868,4.615384615384615
3376,58583531,4.615384615384615
924,8549874,4.615384615384615
2366,41169027,4.614814814814815
3527,66622335,4.614232209737827
3763,71291990,4.6141732283464565
1101,11212346,4.614035087719298
563,3716571,4.613095238095238
4101,75574549,4.612903225806452
4012,74457004,4.612903225806452
1024,10576733,4.612903225806452
3902,73127627,4.612903225806452
1779,22052301,4.612244897959184
612,4364947,4.611111111111111
3140,55515177,4.611111111111111
3848,72679390,4.611111111111111
3098,54789931,4.611111111111111
633,4707723,4.611111111111111
2530,46209324,4.611111111111111
2587,47868431,4.610759493670886
1359,14450065,4.610169491525424
566,3729945,4.609756097560975
21,233129,4.609589041095891
1348,14298446,4.609090909090909
2518,45869877,4.608695652173913
3909,73172863,4.608695652173913
3363,58393093,4.608695652173913
580,4026305,4.608695652173913
2850,52089160,4.608695652173913
4032,74559331,4.608695652173913
763,6597807,4.608547008547008
1606,19763768,4.607758620689655
362,1057882,4.607655502392345
1926,25184004,4.607142857142857
3451,60744527,4.607142857142857
2280,36634252,4.607142857142857
2946,53250152,4.607142857142857
2788,51049077,4.607142857142857
2696,50085665,4.606741573033708
1907,24801234,4.6066666666666665
63,389145,4.606644198363024
711,5899501,4.60655737704918
666,4953341,4.606060606060606
3250,56930154,4.605633802816901
4199,79857302,4.605633802816901
3840,72575377,4.605504587155964
3570,67480516,4.605263157894737
602,4287801,4.605263157894737
2941,53181542,4.605263157894737
2597,48100590,4.604938271604938
3849,72689407,4.604651162790698
356,998687,4.604519774011299
4162,76480235,4.603260869565218
1754,21464946,4.603092783505154
2048,28937832,4.602409638554217
2239,35420153,4.602409638554217
2953,53447698,4.602409638554217
3078,54639263,4.6022727272727275
1038,10683352,4.602150537634409
0,54665,4.602150537634409
15,199828,4.601503759398496
333,855600,4.600386100386101
3668,68823075,4.6
3800,72042076,4.6
3479,63483847,4.6
1202,12274956,4.6
3476,63191179,4.6
3347,58263379,4.6
3897,73116940,4.6
3794,72006749,4.6
2220,34942696,4.6
293,742272,4.6
2346,39992118,4.6
3509,65453422,4.6
2669,49546884,4.6
274,680611,4.6
1138,11415485,4.6
47,359620,4.6
3859,72797003,4.6
3611,68222196,4.6
3309,57811160,4.6
617,4441053,4.6
3992,74192857,4.6
3550,67085908,4.6
2051,29114376,4.6
508,2883897,4.6
181,518633,4.6
2444,44144695,4.6
2018,27777121,4.6
1086,11023405,4.6
768,6703629,4.6
3145,55571724,4.6
1054,10719006,4.6
2073,29931445,4.6
959,9793897,4.6
876,8114283,4.6
2843,51996140,4.6
1066,10769253,4.598639455782313
3540,66930382,4.5984251968503935
727,6010061,4.597938144329897
1557,17629146,4.5979020979020975
2145,32809813,4.597560975609756
2819,51571587,4.597560975609756
3150,55596971,4.596774193548387
88,419322,4.5966386554621845
3810,72217122,4.5964912280701755
3368,58445349,4.5964912280701755
2837,51884751,4.595918367346939
2929,53012051,4.595744680851064
1105,11217956,4.595238095238095
192,540865,4.595238095238095
1613,19800169,4.594594594594595
513,2927891,4.593952483801296
31,310917,4.593939393939394
1750,21440464,4.59375
392,1524463,4.593607305936073
92,426223,4.593220338983051
34,311788,4.592814371257485
2562,47081914,4.592814371257485
3343,58251130,4.592592592592593
1137,11412868,4.592592592592593
87,419024,4.591836734693878
2209,34531250,4.591549295774648
3822,72455227,4.591549295774648
2142,32648365,4.591324200913242
2054,29240829,4.591194968553459
3673,68839181,4.5911330049261085
762,6568615,4.590909090909091
1317,14047157,4.590909090909091
1935,25292548,4.590909090909091
3911,73174156,4.590909090909091
75,415086,4.590733590733591
999,10005392,4.590361445783133
2906,52696677,4.589743589743589
2958,53516830,4.589147286821706
489,2547015,4.588235294117647
3944,73612703,4.588235294117647
2990,53788962,4.588235294117647
3829,72506171,4.588235294117647
2294,37028355,4.588235294117647
867,8023974,4.588235294117647
3298,57663110,4.588235294117647
3569,67457497,4.588235294117647
19,227404,4.588092345078979
1836,23368835,4.587458745874588
1047,10706084,4.587301587301587
1808,22772342,4.586956521739131
41,356387,4.586274509803921
2395,42159578,4.586206896551724
3405,59043365,4.586206896551724
411,1610561,4.586206896551724
388,1516999,4.5859375
740,6376015,4.58575197889182
1237,12724684,4.585365853658536
2558,46841782,4.585333333333334
3726,70914768,4.584745762711864
4041,74629311,4.584415584415584
265,637038,4.584345479082321
2374,41319582,4.584151472650771
1019,10385313,4.584070796460177
3852,72748642,4.583333333333333
831,7494785,4.583333333333333
2443,44106461,4.583333333333333
3784,71937157,4.583333333333333
2738,50500252,4.583333333333333
2936,53090589,4.583333333333333
2121,32204730,4.583333333333333
1737,21316309,4.583333333333333
2296,37293702,4.583333333333333
2261,35951327,4.583333333333333
3935,73463150,4.583333333333333
46,359492,4.58296943231441
3429,59322576,4.58273381294964
1091,11104563,4.581632653061225
2549,46729607,4.5813953488372094
3100,54818426,4.5813953488372094
3014,54023404,4.580645161290323
303,763155,4.580645161290323
1221,12477248,4.580645161290323
1296,13781306,4.579710144927536
373,1324787,4.578947368421052
2198,33996665,4.578947368421052
2459,44244163,4.578947368421052
1838,23382542,4.578947368421052
1913,24932961,4.5772357723577235
48,359726,4.577181208053691
3708,70761592,4.576
291,721995,4.575949367088608
744,6405829,4.575757575757576
3930,73320913,4.575
18,208248,4.574647887323944
2260,35933885,4.574468085106383
2713,50293293,4.574468085106383
50,360738,4.574132492113565
311,813202,4.573770491803279
1953,25696258,4.573275862068965
894,8159799,4.5729813664596275
3151,55600000,4.572727272727272
2632,48527132,4.571428571428571
3830,72515057,4.571428571428571
478,2360457,4.571428571428571
2763,50658476,4.571428571428571
1790,22198240,4.571428571428571
2356,40796418,4.571428571428571
428,1751291,4.571428571428571
934,8820501,4.571428571428571
1956,25731976,4.571428571428571
4143,76198199,4.571428571428571
2059,29246344,4.571428571428571
1313,14034624,4.571428571428571
3456,61280865,4.571428571428571
979,9992091,4.571428571428571
1509,16555172,4.571428571428571
2460,44244493,4.571428571428571
1985,26274900,4.571428571428571
3691,70000381,4.571428571428571
3271,57357726,4.571428571428571
1612,19782056,4.571428571428571
3913,73187624,4.571428571428571
832,7496499,4.571428571428571
575,3858183,4.571428571428571
3440,59471318,4.571428571428571
2273,36457818,4.571428571428571
3546,67030680,4.571428571428571
2274,36499506,4.571428571428571
2276,36499535,4.571428571428571
3035,54378048,4.571428571428571
259,615977,4.571428571428571
618,4441419,4.571428571428571
813,7252601,4.571428571428571
86,418636,4.570532915360501
2851,52093852,4.569230769230769
1355,14388647,4.569060773480663
2257,35909293,4.567901234567901
1970,25962819,4.566666666666666
2060,29247864,4.566666666666666
2685,49867500,4.566265060240964
2703,50189662,4.566037735849057
3604,68135096,4.566037735849057
2498,45312082,4.566037735849057
714,5911429,4.566037735849057
2458,44241909,4.566037735849057
865,8021522,4.5654885654885655
1597,19552942,4.565217391304348
3770,71655498,4.565217391304348
1155,11593167,4.565217391304348
3390,58866777,4.564102564102564
3507,65439714,4.564102564102564
846,7749111,4.5638406537282945
3196,56198267,4.5625
4000,74267277,4.5625
1969,25935590,4.5625
3168,55905713,4.5625
3637,68455358,4.5625
3351,58291928,4.5625
2364,41160563,4.5625
3876,72882726,4.5625
3472,63084235,4.5625
873,8112536,4.56221198156682
350,964223,4.562162162162162
334,857916,4.561643835616438
3058,54485907,4.561538461538461
1734,21299202,4.560714285714286
339,899588,4.560457516339869
1587,19362591,4.56
1864,23566988,4.56
3720,70823216,4.559633027522936
3837,72540740,4.559322033898305
683,5511229,4.558558558558558
888,8141868,4.557674841053587
3445,60030176,4.557142857142857
1350,14313154,4.556962025316456
283,703761,4.556910569105691
664,4897521,4.556222707423581
260,618461,4.555837563451776
634,4707761,4.555555555555555
1482,16208533,4.555555555555555
2796,51119854,4.555555555555555
450,2052377,4.555555555555555
1672,20502017,4.555555555555555
2182,33651473,4.555555555555555
3022,54096839,4.555555555555555
4034,74561265,4.555555555555555
2117,32132163,4.555555555555555
347,950300,4.555555555555555
2214,34709360,4.555555555555555
3791,72000836,4.555555555555555
3823,72456773,4.555555555555555
1677,20555138,4.555555555555555
1288,13678777,4.555555555555555
1960,25761647,4.555555555555555
1745,21401957,4.555555555555555
1684,20586805,4.555555555555555
2461,44247165,4.555555555555555
2526,46178917,4.555555555555555
168,502118,4.555133079847908
2596,48091364,4.554770318021202
3686,69271416,4.554455445544554
317,822916,4.554054054054054
3667,68793627,4.553846153846154
835,7555917,4.553672316384181
113,456525,4.553191489361702
2398,42260477,4.553191489361702
2327,38323087,4.5524475524475525
1995,26341625,4.552380952380952
2431,43973407,4.551724137931035
2150,32850002,4.551724137931035
1772,21948650,4.551724137931035
328,845378,4.5512195121951216
51,361277,4.550898203592815
2923,52789693,4.550724637681159
160,491362,4.5504587155963305
958,9727985,4.55
2291,36996482,4.55
597,4210949,4.549618320610687
2539,46621334,4.549148099606815
177,512224,4.549019607843137
1837,23371648,4.548387096774194
399,1534275,4.548387096774194
1513,16626395,4.548387096774194
2652,49105034,4.547291092745638
3457,61818978,4.546875
3369,58470334,4.546875
3452,60843632,4.546666666666667
3576,67567419,4.546052631578948
3319,58010310,4.545918367346939
2714,50297272,4.545454545454546
3806,72127109,4.545454545454546
3179,56026763,4.545454545454546
1398,14966475,4.545454545454546
142,470635,4.545454545454546
2945,53245166,4.545454545454546
2074,29950661,4.545454545454546
2081,31001562,4.545454545454546
2428,43881779,4.545454545454546
686,5655697,4.545454545454546
244,588005,4.545454545454546
2773,50702919,4.545454545454546
455,2066599,4.545454545454546
3441,59473370,4.545454545454546
2349,40350394,4.545454545454546
286,708026,4.545335085413929
343,916784,4.544581618655693
497,2638665,4.54367201426025
1854,23518127,4.543165467625899
1646,20200144,4.542857142857143
3199,56250119,4.542857142857143
1538,17465702,4.542857142857143
2830,51729979,4.5423728813559325
668,4953361,4.541984732824427
3652,68592591,4.541666666666667
4130,76085058,4.541666666666667
367,1074044,4.541666666666667
853,7820533,4.540582726326743
2038,28437643,4.54054054054054
3205,56308749,4.539823008849558
669,4953367,4.5396825396825395
505,2784543,4.538888888888889
2593,47994410,4.538461538461538
2363,41156200,4.538461538461538
2300,37530700,4.538461538461538
595,4193095,4.538461538461538
975,9977527,4.538461538461538
146,481625,4.538461538461538
2041,28623307,4.538461538461538
2026,28075354,4.538461538461538
3737,71075716,4.5375
2631,48524359,4.536904761904762
3011,54021947,4.536842105263158
3625,68358114,4.536585365853658
1116,11251743,4.536585365853658
1574,17954263,4.5364238410596025
3663,68773594,4.5363128491620115
773,6734149,4.536290322580645
