,product_id,avg_rating
742,6403163,4.8979591836734695
4079,75301142,4.896551724137931
275,688845,4.896551724137931
1045,10697859,4.896551724137931
294,746639,4.896551724137931
2932,53056161,4.896385542168675
3752,71197117,4.895939086294416
1395,14928769,4.892857142857143
741,6398873,4.892857142857143
1726,21180803,4.888888888888889
3185,56046345,4.888888888888889
2055,29244640,4.888888888888889
2167,33132460,4.888888888888889
2096,31647432,4.888888888888889
3053,54450887,4.888888888888889
3191,56105948,4.888888888888889
2680,49729246,4.888888888888889
4187,77738004,4.888888888888889
3391,58873710,4.888888888888889
3503,65410485,4.888888888888889
1632,19992253,4.888888888888889
1623,19928605,4.888888888888889
4156,76310232,4.888888888888889
3207,56312920,4.888888888888889
3836,72537395,4.888888888888889
4150,76226922,4.888888888888889
3782,71907010,4.888888888888889
1470,15972213,4.888888888888889
2776,50702925,4.888888888888889
3767,71523843,4.888682745825603
893,8159498,4.885714285714286
2485,45070823,4.884615384615385
3669,68828151,4.884615384615385
3963,73795655,4.882352941176471
1857,23556570,4.882352941176471
3477,63226094,4.882352941176471
912,8321616,4.882352941176471
2808,51424090,4.882352941176471
3545,66977630,4.881578947368421
3778,71893707,4.881188118811881
3951,73681047,4.880952380952381
2982,53708750,4.88
2103,31958424,4.878571428571429
3009,54017350,4.875068794716566
2351,40369758,4.875
2933,53065465,4.875
3525,66605328,4.875
1428,15350656,4.875
746,6410735,4.875
2938,53115576,4.875
2988,53757396,4.875
3469,62737062,4.875
218,556642,4.875
3504,65439708,4.875
3524,66578633,4.875
1474,16050746,4.875
1156,11598616,4.875
126,459629,4.875
816,7318823,4.875
818,7319751,4.875
3645,68527587,4.875
3960,73788524,4.875
4008,74348608,4.875
2752,50587112,4.875
3030,54349904,4.875
2144,32708225,4.875
3117,55140203,4.873873873873874
223,561953,4.873134328358209
3599,68088752,4.870860927152318
3710,70765398,4.87037037037037
1268,13407305,4.869565217391305
2136,32453922,4.869565217391305
448,2045621,4.869565217391305
3453,60875322,4.868421052631579
3653,68596326,4.867469879518072
3446,60039590,4.867088607594937
745,6410691,4.866666666666666
2268,36306343,4.866666666666666
1595,19460704,4.866666666666666
1593,19420381,4.866666666666666
4053,74850324,4.865671641791045
1439,15475469,4.864864864864865
2186,33740551,4.864864864864865
3465,62445418,4.863961813842482
2757,50592897,4.863636363636363
369,1097744,4.862068965517241
901,8281099,4.862068965517241
1263,13392137,4.861111111111111
3006,54011966,4.86
3756,71198812,4.858585858585859
1053,10716637,4.857142857142857
3995,74215680,4.857142857142857
2657,49228385,4.857142857142857
2780,50739872,4.857142857142857
3713,70767702,4.857142857142857
3402,58977589,4.857142857142857
2901,52675635,4.857142857142857
325,829158,4.857142857142857
739,6304783,4.857142857142857
2505,45390331,4.857142857142857
143,474398,4.857142857142857
3792,72004658,4.857142857142857
3023,54119409,4.857142857142857
3216,56451960,4.857142857142857
288,711112,4.857142857142857
3516,66153264,4.857142857142857
3514,66117818,4.857142857142857
4120,75837832,4.857142857142857
3102,54839622,4.857142857142857
3900,73121485,4.857142857142857
3583,67827497,4.857142857142857
4085,75337445,4.8558558558558556
353,990751,4.855263157894737
1635,20015885,4.854961832061068
3783,71934115,4.851851851851852
446,2045569,4.850877192982456
3442,59482840,4.850746268656716
691,5844567,4.850152905198777
2114,32105143,4.85
826,7395667,4.85
2440,44065922,4.85
3712,70766415,4.849673202614379
3818,72308418,4.848484848484849
3362,58390133,4.847916666666666
4110,75641272,4.8474576271186445
3600,68100167,4.8474576271186445
222,561924,4.8471337579617835
1454,15669028,4.846153846153846
1467,15927962,4.846153846153846
887,8141074,4.846153846153846
2565,47101594,4.846153846153846
355,991339,4.846153846153846
3320,58023971,4.846153846153846
1005,10108419,4.846153846153846
4180,77692525,4.846153846153846
2512,45661782,4.846153846153846
1208,12370066,4.846153846153846
3518,66425192,4.846153846153846
4104,75583326,4.846153846153846
3590,67907870,4.845849802371541
4081,75302620,4.844444444444444
1399,14970347,4.84375
2782,50796737,4.84375
3162,55848764,4.84375
1741,21339631,4.842105263157895
667,4953357,4.842105263157895
3607,68171118,4.842105263157895
4091,75510675,4.842105263157895
3842,72634099,4.842105263157895
3326,58065346,4.84
3430,59348238,4.84
4140,76181490,4.839285714285714
3349,58272980,4.838235294117647
1299,13856052,4.837209302325581
3066,54615752,4.836734693877551
276,689063,4.833333333333333
2980,53683384,4.833333333333333
883,8141046,4.833333333333333
1013,10194899,4.833333333333333
3847,72672762,4.833333333333333
2621,48464389,4.833333333333333
2806,51368046,4.833333333333333
4033,74561247,4.833333333333333
2290,36996478,4.833333333333333
2810,51466982,4.833333333333333
161,491372,4.833333333333333
3505,65439710,4.833333333333333
2634,48574854,4.833333333333333
270,646649,4.833333333333333
4016,74496647,4.833333333333333
1331,14127369,4.833333333333333
3183,56037105,4.833333333333333
2213,34582020,4.833333333333333
2463,44349631,4.833333333333333
3628,68371276,4.833333333333333
1404,15079790,4.833333333333333
779,6872581,4.833333333333333
338,894967,4.833333333333333
707,5899257,4.833333333333333
2439,44038577,4.833333333333333
3821,72454475,4.833333333333333
4004,74317926,4.833333333333333
2930,53017339,4.833333333333333
3727,70944880,4.833333333333333
121,459248,4.833333333333333
886,8141066,4.833333333333333
1414,15222490,4.833333333333333
4056,74857633,4.833333333333333
1130,11376644,4.833333333333333
3711,70766384,4.833333333333333
4010,74381816,4.833333333333333
2259,35920722,4.831325301204819
728,6012645,4.830845771144278
1073,10791582,4.83030303030303
3931,73324095,4.830188679245283
2915,52769271,4.829268292682927
3260,57127752,4.828996282527881
1918,24989957,4.828571428571428
2049,28982293,4.828571428571428
713,5904663,4.827814569536423
4049,74824252,4.827586206896552
3948,73655906,4.826086956521739
2601,48147907,4.826086956521739
4063,74907707,4.826086956521739
625,4597127,4.826086956521739
3286,57628754,4.823529411764706
721,5986195,4.823529411764706
3201,56251562,4.823529411764706
1197,12218724,4.823529411764706
2221,34979619,4.823529411764706
3898,73117102,4.823529411764706
3672,68832414,4.823529411764706
3366,58437155,4.823529411764706
60,381162,4.822761194029851
3488,64354130,4.821428571428571
3356,58340599,4.82051282051282
258,615976,4.82051282051282
221,561879,4.819230769230769
2676,49661643,4.819112627986348
3174,55996377,4.818791946308725
516,3054369,4.81875
4202,79965318,4.818181818181818
2721,50360052,4.818181818181818
3949,73666130,4.818181818181818
2085,31245660,4.818181818181818
3819,72322957,4.818181818181818
272,654491,4.818181818181818
3921,73261935,4.818181818181818
1318,14069330,4.818181818181818
2307,37891357,4.818181818181818
2325,38302891,4.818181818181818
1012,10194812,4.818181818181818
417,1676077,4.818181818181818
1549,17493969,4.818181818181818
2604,48221804,4.818181818181818
1181,11914559,4.818181818181818
501,2688679,4.818181818181818
3243,56873256,4.818181818181818
173,508536,4.818181818181818
1220,12431885,4.816901408450704
2102,31897051,4.816901408450704
3650,68579717,4.8152866242038215
3021,54058645,4.814814814814815
3506,65439712,4.814814814814815
1048,10706160,4.814814814814815
3086,54708669,4.813953488372093
2863,52295579,4.813953488372093
3380,58629879,4.813953488372093
1265,13397495,4.813953488372093
1547,17493952,4.813793103448276
2887,52528427,4.813725490196078
1572,17952606,4.8125
3413,59139788,4.8125
3423,59249458,4.8125
3857,72796676,4.8125
1323,14072222,4.8125
3478,63453468,4.811320754716981
3759,71201344,4.811320754716981
3703,70661051,4.810344827586207
1010,10140056,4.809523809523809
2329,38458616,4.809139784946237
1199,12236983,4.808510638297872
115,457264,4.808510638297872
2727,50421565,4.808510638297872
1544,17475042,4.8076923076923075
191,537791,4.807339449541284
2719,50326792,4.807228915662651
3864,72801647,4.806451612903226
225,561984,4.806451612903226
3850,72728356,4.805555555555555
2976,53646228,4.805555555555555
700,5862639,4.805194805194805
3294,57656568,4.805194805194805
421,1684491,4.804878048780488
2951,53384260,4.804878048780488
3220,56515332,4.804407713498622
2455,44232101,4.804347826086956
3431,59405214,4.804123711340206
59,381161,4.803030303030303
4102,75580631,4.8
2181,33651411,4.8
2222,35170466,4.8
2193,33815238,4.8
2918,52774785,4.8
3464,62370482,4.8
2030,28266428,4.8
2297,37474291,4.8
304,764198,4.8
2147,32831638,4.8
1914,24945084,4.8
1262,13379768,4.8
3873,72872343,4.8
824,7362171,4.8
3616,68250770,4.8
4183,77694537,4.8
3595,67991056,4.8
3594,67985251,4.8
3592,67911084,4.8
1337,14186220,4.8
1788,22194381,4.8
1818,23142193,4.8
3919,73252501,4.8
3659,68760242,4.8
495,2585745,4.8
2984,53716888,4.8
3664,68778590,4.8
3670,68832410,4.8
3160,55791807,4.8
3099,54818164,4.8
4134,76126279,4.8
2344,39720996,4.8
976,9977722,4.8
1061,10736184,4.8
747,6410757,4.8
2768,50692305,4.8
990,10001373,4.8
4023,74548798,4.8
3234,56720370,4.8
3329,58116278,4.8
3334,58176752,4.8
1052,10716608,4.8
3432,59405444,4.8
2537,46607008,4.8
3735,71070322,4.8
4007,74343369,4.8
4047,74776144,4.8
2491,45125720,4.8
603,4296707,4.8
3805,72119221,4.8
2373,41318754,4.8
2409,42749111,4.8
2886,52502814,4.798076923076923
535,3416201,4.797235023041475
4111,75643830,4.7969543147208125
722,5986499,4.795566502463054
1069,10777563,4.795454545454546
3163,55850715,4.794871794871795
4166,76777564,4.794520547945205
3138,55469774,4.794520547945205
3828,72487168,4.794520547945205
3753,71197208,4.793103448275862
2392,42126872,4.793103448275862
1532,16980141,4.792792792792793
988,10001357,4.7924528301886795
4070,74945616,4.7924528301886795
613,4374799,4.792233009708738
2744,50560433,4.791666666666667
2813,51501467,4.791666666666667
1322,14072065,4.791666666666667
1089,11094090,4.791666666666667
1206,12331769,4.791666666666667
9,136668,4.7894736842105265
2486,45075149,4.7894736842105265
983,10001326,4.788732394366197
2695,50082914,4.788409703504043
758,6509743,4.787878787878788
451,2054469,4.787878787878788
3815,72307761,4.787878787878788
794,7064939,4.787234042553192
4207,80850379,4.785714285714286
3620,68308394,4.785714285714286
2818,51567611,4.785714285714286
486,2545821,4.785714285714286
3875,72881850,4.785714285714286
165,497920,4.785714285714286
162,491431,4.785714285714286
2559,46913805,4.785714285714286
1264,13395603,4.785714285714286
2141,32648364,4.785714285714286
129,459739,4.785714285714286
1006,10113725,4.78494623655914
224,561957,4.784810126582278
1800,22436063,4.784688995215311
3438,59471077,4.7846153846153845
3750,71159365,4.784394250513347
1548,17493954,4.784090909090909
449,2045801,4.783132530120482
670,4953369,4.782608695652174
1693,20692185,4.782608695652174
3295,57657389,4.782608695652174
2483,44984825,4.782051282051282
3851,72746857,4.78125
3987,73987485,4.78125
3249,56922762,4.780600461893765
3776,71892315,4.779661016949152
3195,56196502,4.779591836734694
3297,57659050,4.779342723004695
1929,25206026,4.77906976744186
1658,20391852,4.77906976744186
2143,32705514,4.778761061946903
621,4497817,4.778378378378378
2108,32033730,4.777777777777778
4131,76101329,4.777777777777778
3230,56641198,4.777777777777778
3558,67257745,4.777777777777778
3325,58056861,4.777777777777778
2969,53635028,4.777777777777778
3166,55880902,4.777777777777778
2318,38120774,4.777777777777778
1448,15598839,4.777777777777778
3609,68174420,4.777777777777778
3612,68230948,4.777777777777778
2380,41499593,4.777777777777778
3722,70833240,4.777777777777778
2391,42084195,4.777777777777778
3627,68369702,4.777777777777778
125,459628,4.777777777777778
1373,14536798,4.777777777777778
1151,11528190,4.775862068965517
3997,74240829,4.775862068965517
3920,73258681,4.775280898876405
437,1935009,4.775147928994083
3017,54029519,4.775
2767,50692303,4.775
2643,48877698,4.775
3492,64762415,4.774193548387097
994,10001386,4.774193548387097
4142,76192331,4.773584905660377
781,6883921,4.77319587628866
1898,24727789,4.7727272727272725
2531,46221893,4.7727272727272725
4021,74547151,4.7727272727272725
453,2063013,4.772455089820359
2772,50702917,4.771929824561403
3556,67245899,4.771929824561403
3698,70524690,4.771428571428571
2520,46037816,4.771428571428571
1279,13576835,4.769230769230769
3978,73922514,4.769230769230769
2781,50772516,4.769230769230769
3189,56094148,4.769230769230769
2891,52588641,4.769230769230769
2749,50570089,4.769230769230769
2743,50560429,4.769230769230769
2324,38242369,4.769230769230769
2726,50421562,4.769230769230769
3324,58056462,4.769230769230769
672,4981859,4.769230769230769
3508,65439716,4.769230769230769
3548,67057190,4.768361581920904
13,187278,4.7682926829268295
318,823106,4.767123287671233
128,459733,4.766798418972332
1666,20425156,4.766666666666667
4178,77348600,4.766666666666667
2917,52774775,4.766666666666667
726,6009539,4.766129032258065
2949,53297644,4.765853658536585
410,1610105,4.764705882352941
2902,52678441,4.764705882352941
3495,65089507,4.764705882352941
3382,58667989,4.764705882352941
1162,11633356,4.764705882352941
357,1010522,4.764705882352941
4123,75982066,4.764705882352941
3384,58677681,4.763440860215054
2655,49227944,4.7631578947368425
3074,54632975,4.7631578947368425
730,6039405,4.7625
980,9996258,4.761904761904762
3522,66541696,4.761904761904762
3515,66138337,4.760869565217392
2750,50586067,4.76
776,6816557,4.76
320,823532,4.76
2258,35909611,4.76
4087,75396549,4.76
788,6934901,4.76
1942,25404882,4.7592592592592595
3724,70847754,4.7592592592592595
101,452118,4.758620689655173
3119,55210024,4.758620689655173
186,534213,4.758620689655173
957,9724992,4.758241758241758
3474,63147488,4.758064516129032
1706,20907214,4.758064516129032
37,311976,4.757575757575758
1034,10671551,4.757281553398058
3730,71051598,4.757009345794392
111,456516,4.756756756756757
1074,10791780,4.755813953488372
1201,12239943,4.754716981132075
2454,44231732,4.75462962962963
1200,12238762,4.754385964912281
164,495179,4.754098360655738
287,709192,4.753623188405797
3170,55930758,4.753521126760563
1021,10387236,4.7534246575342465
3787,71944106,4.753086419753086
109,456506,4.7528957528957525
3072,54626520,4.752747252747253
2107,32033717,4.752650176678445
2153,32923633,4.750716332378223
3252,56962891,4.75
533,3288183,4.75
3318,58002233,4.75
3571,67487234,4.75
3323,58056454,4.75
2231,35302658,4.75
553,3648491,4.75
4099,75557002,4.75
4022,74547194,4.75
256,613193,4.75
3115,55096350,4.75
2922,52785519,4.75
2684,49863949,4.75
2694,50078133,4.75
2160,33000095,4.75
1813,23020359,4.75
319,823288,4.75
1341,14260356,4.75
3372,58533785,4.75
2447,44183140,4.75
380,1464043,4.75
3725,70895043,4.75
1117,11251935,4.75
4062,74901879,4.75
3044,54406059,4.75
2469,44681013,4.75
4055,74853954,4.75
3635,68453667,4.75
374,1353567,4.75
3728,71043508,4.75
394,1530451,4.75
3903,73136075,4.75
3885,72957781,4.75
3734,71066544,4.75
581,4026423,4.75
3890,73102935,4.75
295,746648,4.75
2317,38120507,4.75
2541,46627072,4.75
154,486760,4.75
2564,47099809,4.75
402,1534745,4.75
2131,32397112,4.75
3643,68508353,4.75
1809,22807057,4.75
3400,58962499,4.75
93,426320,4.75
731,6039457,4.75
3176,56015185,4.75
752,6479167,4.75
2793,51063611,4.75
1873,23865953,4.75
2751,50586365,4.75
1503,16523066,4.75
1227,12539362,4.75
4148,76217352,4.75
3553,67179382,4.75
2099,31820638,4.75
1240,12736752,4.75
1892,24505295,4.75
95,442632,4.75
1915,24945899,4.75
3984,73952674,4.75
1842,23410417,4.75
4163,76589453,4.75
1959,25753906,4.75
3933,73378806,4.75
2056,29245829,4.748571428571428
3519,66510277,4.747747747747748
3008,54017205,4.747126436781609
2255,35737361,4.746666666666667
1072,10785805,4.746031746031746
2430,43924153,4.745283018867925
1545,17487126,4.745098039215686
3111,54913203,4.745098039215686
1103,11213994,4.745098039215686
4011,74456975,4.74468085106383
1485,16221071,4.74468085106383
3088,54711313,4.74468085106383
2034,28326201,4.744186046511628
724,5987217,4.7439024390243905
1867,23790776,4.743697478991597
3038,54385590,4.743589743589744
481,2416333,4.743589743589744
1972,25975534,4.743589743589744
2365,41167737,4.74331550802139
3928,73315307,4.742424242424242
3211,56384890,4.741935483870968
2278,36618600,4.741935483870968
216,556507,4.741379310344827
986,10001353,4.7407407407407405
3473,63140411,4.7407407407407405
3520,66511024,4.740384615384615
1486,16257237,4.74015748031496
2603,48184433,4.74
2185,33740550,4.739837398373984
365,1060082,4.739420935412027
2900,52675312,4.739130434782608
493,2566045,4.739130434782608
3225,56591468,4.739130434782608
2756,50590611,4.738317757009346
570,3818757,4.738317757009346
1099,11200514,4.738095238095238
2724,50421559,4.738095238095238
2321,38144690,4.737704918032787
2710,50253867,4.73763440860215
1167,11715709,4.737373737373737
2152,32920512,4.7368421052631575
527,3220933,4.7368421052631575
2660,49368888,4.7368421052631575
2394,42148928,4.7368421052631575
3719,70817873,4.7368421052631575
3865,72802708,4.7368421052631575
3605,68165397,4.7368421052631575
920,8456142,4.7368421052631575
858,7937299,4.7368421052631575
2649,49020913,4.736434108527132
1276,13561036,4.736263736263736
514,3018149,4.736263736263736
737,6196013,4.735849056603773
1230,12567795,4.735714285714286
735,6173175,4.735294117647059
529,3237483,4.734939759036145
2069,29572815,4.73469387755102
1840,23393172,4.73469387755102
2184,33732222,4.733333333333333
939,8877900,4.733333333333333
3085,54700224,4.733333333333333
1383,14681554,4.733333333333333
3215,56408514,4.733333333333333
3173,55994870,4.733333333333333
4068,74932860,4.733333333333333
3665,68778596,4.733333333333333
1065,10766617,4.733333333333333
2401,42320500,4.733333333333333
526,3220163,4.733333333333333
3232,56697301,4.732394366197183
3135,55445629,4.732394366197183
784,6910261,4.732283464566929
3073,54628125,4.731481481481482
1050,10708444,4.730769230769231
4040,74623725,4.730769230769231
